Title,Url,Price,ISBN-10,ISBN,Author,Format,Pages,Publisher,Language
Nellie Taft (The Unconventional First Lady of the Ragtime Era),https://bulkbookstore.com/nellie-taft-the-unconventional-first-lady-of-the-ragtime-era-9780060513832,16.99,0060513837,b'9780060513832',Carl  Sferrazza Anthony,Paperback,560.0,"HarperCollins (February 21, 2006)",English
"The Wicked Game (Arnold Palmer, Jack Nicklaus, Tiger Woods, and the Business of Modern Golf)",https://bulkbookstore.com/the-wicked-game-arnold-palmer-jack-nicklaus-tiger-woods-and-the-business-of-modern-golf-9780060513870,14.99,006051387X,b'9780060513870',Howard Sounes,Paperback,352.0,"HarperCollins (May 31, 2005)",English
Important Things That Don't Matter (A Novel),https://bulkbookstore.com/important-things-that-dont-matter-a-novel-9780060513894,13.99,0060513896,b'9780060513894',David Amsden,Paperback,272.0,"HarperCollins (March 30, 2004)",English
The Pathway (Follow the Road to Health and Happiness),https://bulkbookstore.com/the-pathway-follow-the-road-to-health-and-happiness-9780060514037,17.99,0060514035,b'9780060514037',Laurel Mellin,Paperback,432.0,"HarperCollins (December 23, 2003)",English
How to Treat a Lady,https://bulkbookstore.com/how-to-treat-a-lady-9780060514051,7.99,0060514051,b'9780060514051',Karen Hawkins,Paperback,384.0,"HarperCollins (November 25, 2003)",English
And the Bride Wore Plaid,https://bulkbookstore.com/and-the-bride-wore-plaid-9780060514082,7.99,0060514086,b'9780060514082',Karen Hawkins,Paperback,384.0,"HarperCollins (May 25, 2004)",English
Molly Moon Stops the World,https://bulkbookstore.com/molly-moon-stops-the-world-9780060514150,7.99,0060514159,b'9780060514150',Georgia Byng,Paperback,416.0,"HarperCollins (April 12, 2005)",English
Pish and Posh Wish for Fairy Wings,https://bulkbookstore.com/pish-and-posh-wish-for-fairy-wings-9780060514211,4.99,0060514213,b'9780060514211',"Barbara Bottner, Barbara Bottner, Gerald Kruglik",Paperback,48.0,"HarperCollins (November 13, 2007)",English
Necessary Noise (Stories About Our Families as They Really Are),https://bulkbookstore.com/necessary-noise-stories-about-our-families-as-they-really-are-9780060514372,9.99,006051437X,b'9780060514372',"Michael Cart, Charlotte Noruzi",Paperback,256.0,"HarperCollins (January 3, 2006)",English
"Patience & Fortitude (Wherein a Colorful Cast of Determined Book Collectors, Dealers, and Librarians Go About the Quixotic Task of Preserving a Legacy)",https://bulkbookstore.com/patience-fortitude-wherein-a-colorful-cast-of-determined-book-collectors-dealers-and-librarians-go-about-the-quixotic-task-of-preserving-a-legacy-9780060514464,19.99,0060514469,b'9780060514464',Nicholas A. Basbanes,Paperback,688.0,"HarperCollins (March 25, 2003)",English
Oyster (A Novel),https://bulkbookstore.com/oyster-a-novel-9780060514471,16.99,0060514477,b'9780060514471',John Biguenet,Paperback,304.0,"HarperCollins (July 1, 2003)",English
"Second Acts (Creating the Life You Really Want, Building the Career You Truly Desire)",https://bulkbookstore.com/second-acts-creating-the-life-you-really-want-building-the-career-you-truly-desire-9780060514884,14.99,0060514884,b'9780060514884',"Stephen M. Pollan, Mark Levine",Paperback,272.0,"HarperCollins (December 23, 2003)",English
"Hattie McDaniel (Black Ambition, White Hollywood)",https://bulkbookstore.com/hattie-mcdaniel-black-ambition-white-hollywood-9780060514914,16.99,0060514914,b'9780060514914',Jill Watts,Paperback,384.0,"HarperCollins (February 6, 2007)",English
"One Minute Sales Person, The (The Quickest Way to Sell People on Yourself, Your Services, Products, or Ideas--at Work and in Life)",https://bulkbookstore.com/one-minute-sales-person-the-the-quickest-way-to-sell-people-on-yourself-your-services-products-or-ideas-at-work-and-in-life-9780060514921,19.99,0060514922,b'9780060514921',Spencer Johnson,Hardcover,112.0,"HarperCollins (October 1, 2002)",English
Dead Ringer,https://bulkbookstore.com/dead-ringer-9780060514945,7.99,0060514949,b'9780060514945',Lisa Scottoline,Paperback,432.0,"HarperCollins (May 25, 2004)",English
The Only Good Thing Anyone Has Ever Done (A Novel),https://bulkbookstore.com/the-only-good-thing-anyone-has-ever-done-a-novel-9780060514990,14.99,006051499X,b'9780060514990',Sandra Newman,Paperback,400.0,"HarperCollins (June 15, 2004)",English
"Fresh Food Fast (Delicious, Seasonal Vegetarian Meals in Under an Hour)",https://bulkbookstore.com/fresh-food-fast-delicious-seasonal-vegetarian-meals-in-under-an-hour-9780060515157,19.99,0060515155,b'9780060515157',Peter Berley,Paperback,304.0,"HarperCollins (June 11, 2013)",English
The Bad Behavior of Belle Cantrell (A Novel),https://bulkbookstore.com/the-bad-behavior-of-belle-cantrell-a-novel-9780060515263,13.95,0060515260,b'9780060515263',Loraine Despres,Paperback,352.0,"HarperCollins (June 13, 2006)",English
Coyotes All Around,https://bulkbookstore.com/coyotes-all-around-9780060515317,6.99,0060515317,b'9780060515317',"Stuart J. Murphy, Steve Bjorkman",Paperback,40.0,"HarperCollins (August 14, 2003)",English
The Mayor of Central Park,https://bulkbookstore.com/the-mayor-of-central-park-9780060515577,6.99,0060515570,b'9780060515577',"Avi, Brian Floca",Paperback,208.0,"HarperCollins (March 15, 2005)",English
Body for Life Success Journal,https://bulkbookstore.com/body-for-life-success-journal-9780060515591,27.99,0060515597,b'9780060515591',Bill Phillips,Hardcover,312.0,"HarperCollins (November 26, 2002)",English
The Neighborhood Mother Goose,https://bulkbookstore.com/the-neighborhood-mother-goose-9780060515737,17.99,0060515732,b'9780060515737',"Nina Crews, Nina Crews",Hardcover,64.0,"HarperCollins (December 23, 2003)",English
La Conquista (Una Novela),https://bulkbookstore.com/la-conquista-una-novela-9780060515768,12.95,0060515767,b'9780060515768',Yxta Maya Murray,Paperback,352.0,"HarperCollins (December 2, 2003)",Spanish
Lobster Rolls and Blueberry Pie (Three Generations of Recipes and Stories from Summers on the Coast of Maine),https://bulkbookstore.com/lobster-rolls-and-blueberry-pie-three-generations-of-recipes-and-stories-from-summers-on-the-coast-of-maine-9780060515836,21.99,006051583X,b'9780060515836',"Rebecca Charles, Deborah Di Clementi",Paperback,240.0,"HarperCollins (March 28, 2006)",English
Thanksgiving Is Here!,https://bulkbookstore.com/thanksgiving-is-here-9780060515904,7.99,0060515902,b'9780060515904',"Diane Goode, Diane Goode",Paperback,32.0,"HarperCollins (August 16, 2005)",English
Ain't Nobody's Business If I Do (A Novel),https://bulkbookstore.com/aint-nobodys-business-if-i-do-a-novel-9780060515928,13.95,0060515929,b'9780060515928',Valerie W. Wesley,Paperback,336.0,"HarperCollins (September 3, 2002)",English
What Went Wrong? (The Clash Between Islam and Modernity in the Middle East),https://bulkbookstore.com/what-went-wrong-the-clash-between-islam-and-modernity-in-the-middle-east-9780060516055,12.99,0060516054,b'9780060516055',Bernard Lewis,Paperback,208.0,"HarperCollins (January 7, 2003)",English
Fishing in the Air,https://bulkbookstore.com/fishing-in-the-air-9780060516062,7.99,0060516062,b'9780060516062',"Sharon Creech, Chris Raschka",Paperback,32.0,"HarperCollins (April 15, 2003)",English
"The Human Story (Our History, from the Stone Age to Today)",https://bulkbookstore.com/the-human-story-our-history-from-the-stone-age-to-today-9780060516208,18.99,0060516208,b'9780060516208',James C. Davis,Paperback,480.0,"HarperCollins (July 26, 2005)",English
Grateful (A Song of Giving Thanks),https://bulkbookstore.com/grateful-a-song-of-giving-thanks-9780060516338,17.99,006051633X,b'9780060516338',"John Bucchino, Anna-Liisa Hakkarainen",Hardcover,40.0,"HarperCollins (September 16, 2003)",English
Nothing to Lose,https://bulkbookstore.com/nothing-to-lose-9780060517526,8.99,0060517522,b'9780060517526',Alex Flinn,Paperback,304.0,"HarperCollins (April 12, 2005)",English
The Secret Plot to Save the Tsar (New Truths Behind the Romanov Mystery),https://bulkbookstore.com/the-secret-plot-to-save-the-tsar-new-truths-behind-the-romanov-mystery-9780060517557,15.99,0060517557,b'9780060517557',Shay McNeal,Paperback,384.0,"HarperCollins (October 21, 2003)",English
The Million Word Crossword Dictionary,https://bulkbookstore.com/the-million-word-crossword-dictionary-9780060517564,26.99,0060517565,b'9780060517564',"Stanley Newman, Daniel Stark",Hardcover,1280.0,"HarperCollins (March 2, 2004)",English
The Lady in Question,https://bulkbookstore.com/the-lady-in-question-9780060517618,7.99,0060517611,b'9780060517618',Victoria Alexander,Paperback,384.0,"HarperCollins (November 25, 2003)",English
The Pursuit of Marriage,https://bulkbookstore.com/the-pursuit-of-marriage-9780060517625,7.99,006051762X,b'9780060517625',Victoria Alexander,Paperback,400.0,"HarperCollins (May 25, 2004)",English
A Visit From Sir Nicholas,https://bulkbookstore.com/a-visit-from-sir-nicholas-9780060517632,7.99,0060517638,b'9780060517632',Victoria Alexander,Paperback,384.0,"HarperCollins (November 30, 2004)",English
Isn't It Romantic? (An Entertainment),https://bulkbookstore.com/isnt-it-romantic-an-entertainment-9780060517670,13.99,0060517670,b'9780060517670',Ron Hansen,Paperback,208.0,"HarperCollins (January 6, 2004)",English
The Breakable Vow,https://bulkbookstore.com/the-breakable-vow-9780060518219,8.99,0060518219,b'9780060518219',Kathryn Ann Clarke,Paperback,480.0,"HarperCollins (January 6, 2004)",English
"The Princess Tales, Volume I",https://bulkbookstore.com/the-princess-tales-volume-i-9780060518417,9.99,0060518413,b'9780060518417',"Gail Carson Levine, Mark Elliott",Paperback,240.0,"HarperCollins (November 26, 2002)",English
The Cabala and The Woman of Andros (Two Novels),https://bulkbookstore.com/the-cabala-and-the-woman-of-andros-two-novels-9780060518578,14.99,006051857X,b'9780060518578',Thornton Wilder,Paperback,288.0,"HarperCollins (January 2, 2007)",English
Amelia Bedelia Goes Back to School,https://bulkbookstore.com/amelia-bedelia-goes-back-to-school-9780060518738,6.99,0060518731,b'9780060518738',"Herman Parish, Lynn Sweat",Paperback,20.0,"HarperCollins (June 29, 2004)",English
"Be My Valentine, Amelia Bedelia",https://bulkbookstore.com/be-my-valentine-amelia-bedelia-9780060518868,6.99,0060518863,b'9780060518868',"Herman Parish, Lynn Sweat",Paperback,20.0,"HarperCollins (December 14, 2004)",English
"Amelia Bedelia, Rocket Scientist?",https://bulkbookstore.com/amelia-bedelia-rocket-scientist-9780060518882,17.89,006051888X,b'9780060518882',"Herman Parish, Lynn Sweat",Hardcover,64.0,"HarperCollins (July 26, 2005)",English
"Amelia Bedelia, Bookworm",https://bulkbookstore.com/amelia-bedelia-bookworm-9780060518905,17.99,0060518901,b'9780060518905',"Herman Parish, Lynn Sweat",Hardcover,64.0,"HarperCollins (August 12, 2003)",English
"Happy Haunting, Amelia Bedelia",https://bulkbookstore.com/happy-haunting-amelia-bedelia-9780060518936,16.99,0060518936,b'9780060518936',"Herman Parish, Lynn Sweat",Hardcover,64.0,"HarperCollins (September 7, 2004)",English
"Change Your Looks, Change Your Life (Quick Fixes and Cosmetic Surgery Solutions for Looking Younger, Feeling Healthier, and Living Better)",https://bulkbookstore.com/change-your-looks-change-your-life-quick-fixes-and-cosmetic-surgery-solutions-for-looking-younger-feeling-healthier-and-living-better-9780060518974,16.99,0060518979,b'9780060518974',Michelle Copeland,Paperback,288.0,"HarperCollins (January 6, 2004)",English
Little Fur Family Deluxe Edition in Keepsake Box,https://bulkbookstore.com/little-fur-family-deluxe-edition-9780060518981,17.99,0060518987,b'9780060518981',"Margaret Wise Brown, Garth Williams",Paperback,32.0,"HarperCollins (January 21, 2003)",English
Annie Bananie,https://bulkbookstore.com/annie-bananie-9780060519124,7.99,0060519126,b'9780060519124',"Leah Komaiko, Laura Cornell",Paperback,32.0,"HarperCollins (May 13, 2003)",English
Mama Mama/Papa Papa Flip Board Book,https://bulkbookstore.com/mama-mama-papa-papa-flip-board-book-9780060519155,7.99,0060519150,b'9780060519155',"Jean Marzollo, Laura Regan",Board Book,32.0,"HarperCollins (March 25, 2003)",English
A Thousand Bells at Noon (A Roman Reveals the Secrets and Pleasures of His Native City),https://bulkbookstore.com/a-thousand-bells-at-noon-a-roman-reveals-the-secrets-and-pleasures-of-his-native-city-9780060519209,14.99,0060519207,b'9780060519209',G. Franco Romagnoli,Paperback,272.0,"HarperCollins (April 1, 2003)",English
Disappearing Act,https://bulkbookstore.com/disappearing-act-9780060519643,5.99,0060519649,b'9780060519643',Sid Fleischman,Paperback,144.0,"HarperCollins (July 27, 2004)",English
Christmas in Harmony,https://bulkbookstore.com/christmas-in-harmony-9780060520120,12.95,0060520124,b'9780060520120',Philip Gulley,Hardcover,96.0,"HarperCollins (October 15, 2002)",English
Things You Should Know (A Collection of Stories),https://bulkbookstore.com/things-you-should-know-a-collection-of-stories-9780060520137,15.99,0060520132,b'9780060520137',A. M. Homes,Paperback,224.0,"HarperCollins (September 2, 2003)",English
Taming Your Gremlin (Revised Edition) (A Surprisingly Simple Method for Getting Out of Your Own Way),https://bulkbookstore.com/taming-your-gremlin-revised-edition-a-surprisingly-simple-method-for-getting-out-of-your-own-way-9780060520229,16.99,0060520221,b'9780060520229',Rick Carson,Paperback,192.0,"HarperCollins (July 8, 2003)",English
Tete-a-Tete (The Tumultuous Lives and Loves of Simone de Beauvoir and Jean-Paul Sartre),https://bulkbookstore.com/tete-a-tete-the-tumultuous-lives-and-loves-of-simone-de-beauvoir-and-jean-paul-sartre-9780060520601,15.99,0060520604,b'9780060520601',Hazel Rowley,Paperback,464.0,"HarperCollins (October 17, 2006)",English
"The Works of John Leguizamo (Freak, Spic-o-rama, Mambo Mouth, and Sexaholix)",https://bulkbookstore.com/the-works-of-john-leguizamo-freak-spic-o-rama-mambo-mouth-and-sexaholix-9780060520700,16.99,0060520701,b'9780060520700',John Leguizamo,Paperback,336.0,"HarperCollins (January 8, 2008)",English
"Pimps, Hos, Playa Hatas, and All the Rest of My Hollywood Friends (My Life)",https://bulkbookstore.com/pimps-hos-playa-hatas-and-all-the-rest-of-my-hollywood-friends-my-life-9780060520724,16.99,0060520728,b'9780060520724',John Leguizamo,Paperback,288.0,"HarperCollins (November 27, 2007)",English
24 Days (How Two Wall Street Journal Reporters Uncovered the Lies that Destroyed Faith in Corporate America),https://bulkbookstore.com/24-days-how-two-wall-street-journal-reporters-uncovered-the-lies-that-destroyed-faith-in-corporate-america-9780060520748,14.99,0060520744,b'9780060520748',"Rebecca Smith, John R. Emshwiller",Paperback,432.0,"HarperCollins (October 12, 2004)",English
The Children's Blizzard,https://bulkbookstore.com/the-childrens-blizzard-9780060520762,16.99,0060520760,b'9780060520762',David Laskin,Paperback,336.0,"HarperCollins (October 11, 2005)",English
The Hidden Life of Otto Frank,https://bulkbookstore.com/the-hidden-life-of-otto-frank-9780060520830,17.99,0060520833,b'9780060520830',Carol Ann Lee,Paperback,448.0,"HarperCollins (September 23, 2003)",English
The Power of Babel (A Natural History of Language),https://bulkbookstore.com/the-power-of-babel-a-natural-history-of-language-9780060520854,17.99,006052085X,b'9780060520854',John McWhorter,Paperback,352.0,"HarperCollins (January 7, 2003)",English
"Almost Perfect Moment, An (A Novel)",https://bulkbookstore.com/almost-perfect-moment-an-a-novel-9780060520878,16.99,0060520876,b'9780060520878',Binnie Kirshenbaum,Paperback,352.0,"HarperCollins (February 15, 2005)",English
A Disturbance in One Place (A Novel),https://bulkbookstore.com/a-disturbance-in-one-place-a-novel-9780060520885,15.99,0060520884,b'9780060520885',Binnie Kirshenbaum,Paperback,224.0,"HarperCollins (May 11, 2004)",English
History on a Personal Note (Stories),https://bulkbookstore.com/history-on-a-personal-note-stories-9780060520892,15.99,0060520892,b'9780060520892',Binnie Kirshenbaum,Paperback,192.0,"HarperCollins (May 11, 2004)",English
Michelangelo,https://bulkbookstore.com/michelangelo-9780060521134,8.99,0060521139,b'9780060521134',"Diane Stanley, Diane Stanley",Paperback,48.0,"HarperCollins (May 13, 2003)",English
Jim Ugly,https://bulkbookstore.com/jim-ugly-9780060521219,6.99,006052121X,b'9780060521219',"Sid Fleischman, Jos. A. Smith",Paperback,144.0,"HarperCollins (May 27, 2003)",English
"Choices, Fourth Edition",https://bulkbookstore.com/choices-fourth-edition-9780060521240,19.99,0060521244,b'9780060521240',"Marion Morra, Eve Potts",Paperback,1136.0,"HarperCollins (October 14, 2003)",English
Living Well with Chronic Fatigue Syndrome and Fibromyalgia (What Your Doctor Doesn't Tell You...That You Need to Know),https://bulkbookstore.com/living-well-with-chronic-fatigue-syndrome-and-fibromyalgia-what-your-doctor-doesnt-tell-you-that-you-need-to-know-9780060521257,15.99,0060521252,b'9780060521257',Mary J. Shomon,Paperback,416.0,"HarperCollins (March 2, 2004)",English
"Dilbert and the Way of the Weasel (A Guide to Outwitting Your Boss, Your Coworkers, and the Other Pants-Wearing Ferrets in Your Life)",https://bulkbookstore.com/dilbert-and-the-way-of-the-weasel-a-guide-to-outwitting-your-boss-your-coworkers-and-the-other-pants-wearing-ferrets-in-your-life-9780060521493,15.99,006052149X,b'9780060521493',Scott Adams,Paperback,368.0,"HarperCollins (October 21, 2003)",English
About My Sisters,https://bulkbookstore.com/about-my-sisters-9780060522032,15.99,0060522038,b'9780060522032',Debra Ginsberg,Paperback,320.0,"HarperCollins (February 15, 2005)",English
The Presumed Alliance (The Unspoken Conflict Between Latinos and Blacks and What It Means for America),https://bulkbookstore.com/the-presumed-alliance-the-unspoken-conflict-between-latinos-and-blacks-and-what-it-means-for-america-9780060522056,15.99,0060522054,b'9780060522056',Nicolas C. Vaca,Paperback,256.0,"HarperCollins (August 17, 2004)",English
The Rival Queens (A Novel of Murder in Eighteenth-Century London),https://bulkbookstore.com/the-rival-queens-a-novel-of-murder-in-eighteenth-century-london-9780060522063,14.99,0060522062,b'9780060522063',Fidelis Morgan,Paperback,352.0,"HarperCollins (November 11, 2003)",English
Up From Here (Reclaiming the Male Spirit: A Guide to Transforming Emotions into Power and Freedom),https://bulkbookstore.com/up-from-here-reclaiming-the-male-spirit-a-guide-to-transforming-emotions-into-power-and-freedom-9780060522506,9.99,006052250X,b'9780060522506',Iyanla Vanzant,Paperback,240.0,"HarperCollins (June 3, 2003)",English
"Pie in the Sky Successful Baking at High Altitudes (100 Cakes, Pies, Cookies, Breads, and Pastries Home-tested for Baking at Sea Level, 3,000, 5,000, 7,000, and 10,000 feet (and Anywhere in Between).)",https://bulkbookstore.com/pie-in-the-sky-successful-baking-at-high-altitudes-100-cakes-pies-cookies-breads-and-pastries-home-tested-for-baking-at-sea-level-3-000-5-000-7-000-and-10-000-feet-and-anywhere-in-between-9780060522582,32.5,0060522585,b'9780060522582',Susan G. Purdy,Hardcover,352.0,"HarperCollins (May 31, 2005)",English
Cooking for Two (120 Recipes for Every Day and Those Special Nights),https://bulkbookstore.com/cooking-for-two-120-recipes-for-every-day-and-those-special-nights-9780060522599,24.99,0060522593,b'9780060522599',"Bruce Weinstein, Mark Scarbrough",Hardcover,288.0,"HarperCollins (February 3, 2004)",English
The Death of an Irish Tradition (A Peter McGarr Mystery),https://bulkbookstore.com/the-death-of-an-irish-tradition-a-peter-mcgarr-mystery-9780060522612,6.99,0060522615,b'9780060522612',Bartholomew Gill,Paperback,368.0,"HarperCollins (April 29, 2003)",English
El perro vagabundo (The Stray Dog (Spanish edition)),https://bulkbookstore.com/the-stray-dog-spanish-edition-el-perro-vagabundo-9780060522742,7.99,0060522747,b'9780060522742',"Marc Simont, Marc Simont",Paperback,32.0,"HarperCollins (May 27, 2003)",Spanish
"A Perfect Red (Empire, Espionage, and the Quest for the Color of Desire)",https://bulkbookstore.com/a-perfect-red-empire-espionage-and-the-quest-for-the-color-of-desire-9780060522766,17.99,0060522763,b'9780060522766',Amy Butler Greenfield,Paperback,352.0,"HarperCollins (April 25, 2006)",English
The Killer Strain (Anthrax and a Government Exposed),https://bulkbookstore.com/the-killer-strain-anthrax-and-a-government-exposed-9780060522797,14.99,0060522798,b'9780060522797',Marilyn W. Thompson,Paperback,272.0,"HarperCollins (March 30, 2004)",English
Kindred Souls,https://bulkbookstore.com/kindred-souls-9780060522971,16.99,0060522976,b'9780060522971',Patricia MacLachlan,Hardcover,128.0,"HarperCollins (February 7, 2012)",English
We Are America (A Tribute from the Heart),https://bulkbookstore.com/we-are-america-a-tribute-from-the-heart-9780060523084,16.99,0060523085,b'9780060523084',"Walter Dean Myers, Christopher Myers",Hardcover,40.0,"HarperCollins (May 3, 2011)",English
The Merlin Conspiracy,https://bulkbookstore.com/the-merlin-conspiracy-9780060523206,9.99,0060523204,b'9780060523206',Diana Wynne Jones,Paperback,480.0,"HarperCollins (May 11, 2004)",English
Scientific American's Ask the Experts (Answers to The Most Puzzling and Mind-Blowing Science Questions),https://bulkbookstore.com/scientific-americans-ask-the-experts-answers-to-the-most-puzzling-and-mind-blowing-science-questions-9780060523367,14.95,0060523360,b'9780060523367',Editors of Scientific American,Paperback,288.0,"HarperCollins (October 21, 2003)",English
Si llevas un rat\xc3\xb3n a la escuela (If You Take a Mouse to School (Spanish edition)),https://bulkbookstore.com/si-llevas-un-ratn-a-la-escuela-9780060523404-1,17.99,0060523409,b'9780060523404',"Laura Numeroff, Felicia Bond",Hardcover,32.0,"HarperCollins (July 1, 2003)",Spanish
Fourth-Grade Fuss,https://bulkbookstore.com/fourth-grade-fuss-9780060523435,16.99,0060523433,b'9780060523435',"Johanna Hurwitz, Andy Hammond",Hardcover,144.0,"HarperCollins (August 10, 2004)",English
A House for Birdie,https://bulkbookstore.com/a-house-for-birdie-9780060523534,6.99,0060523530,b'9780060523534',"Stuart J. Murphy, Edward Miller",Paperback,40.0,"HarperCollins (February 17, 2004)",English
Who Says Elephants Can't Dance? (Leading a Great Enterprise through Dramatic Change),https://bulkbookstore.com/who-says-elephants-cant-dance-leading-a-great-enterprise-through-dramatic-change-9780060523800,16.99,0060523808,b'9780060523800',Louis V. Gerstner,Paperback,304.0,"HarperCollins (December 16, 2003)",English
Call Me the Breeze (A Novel),https://bulkbookstore.com/call-me-the-breeze-a-novel-9780060523893,13.95,0060523891,b'9780060523893',Patrick McCabe,Paperback,352.0,"HarperCollins (November 9, 2004)",English
Hungry Ghost (A Novel),https://bulkbookstore.com/hungry-ghost-a-novel-9780060523916,13.95,0060523913,b'9780060523916',Keith Kachtick,Paperback,336.0,"HarperCollins (July 20, 2004)",English
Shabby Chic: Sumptuous Settings and Other Lovely Things,https://bulkbookstore.com/shabby-chic-sumptuous-settings-and-other-lovely-things-9780060523947,24.99,0060523948,b'9780060523947',Rachel Ashwell,Paperback,194.0,"HarperCollins (January 27, 2015)",English
How Ronald Reagan Changed My Life,https://bulkbookstore.com/how-ronald-reagan-changed-my-life-9780060524005,15.99,0060524006,b'9780060524005',Peter Robinson,Paperback,288.0,"HarperCollins (July 6, 2004)",English
"Reign of Iron (The Story of the First Battling Ironclads, the Monitor and the Merrimack)",https://bulkbookstore.com/reign-of-iron-the-story-of-the-first-battling-ironclads-the-monitor-and-the-merrimack-9780060524043,16.99,0060524049,b'9780060524043',James L. Nelson,Paperback,400.0,"HarperCollins (March 29, 2005)",English
My Life Among the Serial Killers (Inside the Minds of the World's Most Notorious Murderers),https://bulkbookstore.com/my-life-among-the-serial-killers-inside-the-minds-of-the-worlds-most-notorious-murderers-9780060524081,7.99,0060524081,b'9780060524081',"Helen Morrison, Harold Goldberg",Paperback,304.0,"HarperCollins (January 25, 2005)",English
The Private Passion of Jackie Kennedy Onassis (Portrait of a Rider),https://bulkbookstore.com/the-private-passion-of-jackie-kennedy-onassis-portrait-of-a-rider-9780060524111,44.95,0060524111,b'9780060524111',Vicky Moon,Hardcover,240.0,"HarperCollins (April 12, 2005)",English
Escaping the Delta (Robert Johnson and the Invention of the Blues),https://bulkbookstore.com/escaping-the-delta-robert-johnson-and-the-invention-of-the-blues-9780060524272,15.99,0060524278,b'9780060524272',Elijah Wald,Paperback,368.0,"HarperCollins (December 14, 2004)",English
"Bound for Canaan (The Epic Story of the Underground Railroad, America's First Civil Rights Movement)",https://bulkbookstore.com/bound-for-canaan-the-epic-story-of-the-underground-railroad-americas-first-civil-rights-movement-9780060524319,14.99,0060524316,b'9780060524319',Fergus Bordewich,Paperback,592.0,"HarperCollins (January 10, 2006)",English
"So Many Enemies, So Little Time (An American Woman in All the Wrong Places)",https://bulkbookstore.com/so-many-enemies-so-little-time-an-american-woman-in-all-the-wrong-places-9780060524432,14.99,006052443X,b'9780060524432',Elinor Burkett,Paperback,336.0,"HarperCollins (March 29, 2005)",English
A Thread Across the Ocean (The Heroic Story of the Transatlantic Cable),https://bulkbookstore.com/a-thread-across-the-ocean-the-heroic-story-of-the-transatlantic-cable-9780060524463,13.99,0060524464,b'9780060524463',John Steele Gordon,Paperback,272.0,"HarperCollins (July 1, 2003)",English
"Speak Without Fear (A Total System for Becoming a Natural, Confident Communicator)",https://bulkbookstore.com/speak-without-fear-a-total-system-for-becoming-a-natural-confident-communicator-9780060524494-1,14.99,0060524499,b'9780060524494',Ivy Naistadt,Paperback,224.0,"HarperCollins (March 15, 2005)",English
The Grave of God's Daughter (A Novel),https://bulkbookstore.com/the-grave-of-gods-daughter-a-novel-9780060525071,14.99,006052507X,b'9780060525071',Brett Ellen Block,Paperback,304.0,"HarperCollins (April 12, 2005)",English
The Lightning Rule,https://bulkbookstore.com/the-lightning-rule-9780060525088,13.95,0060525088,b'9780060525088',Brett Ellen Block,Paperback,320.0,"HarperCollins (November 27, 2007)",English
Size 12 Is Not Fat (A Heather Wells Mystery),https://bulkbookstore.com/size-12-is-not-fat-a-heather-wells-mystery-9780060525118,15.99,0060525118,b'9780060525118',Meg Cabot,Paperback,368.0,"HarperCollins (December 27, 2005)",English
Size 14 Is Not Fat Either,https://bulkbookstore.com/size-14-is-not-fat-either-9780060525125,14.99,0060525126,b'9780060525125',Meg Cabot,Paperback,368.0,"HarperCollins (November 28, 2006)",English
Big Boned,https://bulkbookstore.com/big-boned-9780060525132,15.99,0060525134,b'9780060525132',Meg Cabot,Paperback,304.0,"HarperCollins (November 20, 2007)",English
Now May You Weep (A Novel),https://bulkbookstore.com/now-may-you-weep-a-novel-9780060525248,8.99,006052524X,b'9780060525248',Deborah Crombie,Paperback,416.0,"HarperCollins (September 28, 2004)",English
In a Dark House,https://bulkbookstore.com/in-a-dark-house-9780060525262,8.99,0060525266,b'9780060525262',Deborah Crombie,Paperback,384.0,"HarperCollins (December 27, 2005)",English
Water Like a Stone,https://bulkbookstore.com/water-like-a-stone-9780060525286,8.99,0060525282,b'9780060525286',Deborah Crombie,Paperback,416.0,"HarperCollins (December 26, 2007)",English
The Body in the Attic (A Faith Fairchild Mystery),https://bulkbookstore.com/the-body-in-the-attic-a-faith-fairchild-mystery-9780060525316,8.99,0060525312,b'9780060525316',Katherine Hall Page,Paperback,320.0,"HarperCollins (April 26, 2005)",English
The Body in the Snowdrift (A Faith Fairchild Mystery),https://bulkbookstore.com/the-body-in-the-snowdrift-a-faith-fairchild-mystery-9780060525323,8.99,0060525320,b'9780060525323',Katherine Hall Page,Paperback,336.0,"HarperCollins (May 30, 2006)",English
"The Genius in the Design (Bernini, Borromini, and the Rivalry That Transformed Rome)",https://bulkbookstore.com/the-genius-in-the-design-bernini-borromini-and-the-rivalry-that-transformed-rome-9780060525347,15.99,0060525347,b'9780060525347',Jake Morrissey,Paperback,336.0,"HarperCollins (March 28, 2006)",English
Third Watch (Acorna's Children),https://bulkbookstore.com/third-watch-acornas-children-9780060525439,7.99,0060525436,b'9780060525439',"Anne McCaffrey, Elizabeth A. Scarborough",Paperback,304.0,"HarperCollins (July 29, 2008)",English
Bob Dylan: Behind the Shades Revisited,https://bulkbookstore.com/bob-dylan-behind-the-shades-revisited-9780060525699,21.99,006052569X,b'9780060525699',Clinton Heylin,Paperback,816.0,"HarperCollins (April 29, 2003)",English
Burro Genius (A Memoir),https://bulkbookstore.com/burro-genius-a-memoir-9780060526139,15.99,0060526130,b'9780060526139',Victor Villasenor,Paperback,352.0,"HarperCollins (September 20, 2005)",English
